"Feature" "Gain" "Cover" "Frequency"
"356" "NAME_CONTRACT_STATUS_CC_Active_SUM" 300.002019166946 7063335 46
"357" "BUREAU_STATUS_2_MEAN" 299.64123737812 8131793 48
"358" "CHANNEL_TYPE_Regional_._Local" 299.02959728241 1044385 34
"359" "Nr_PREV_APPL_CNT" 298.442934513092 1248832 33
"360" "YEARS_BUILD_MEDI" 297.592793464661 2780454 31
"361" "NA_NONLIVINGAREA" 294.898488044739 553173 25
"362" "NAME_YIELD_GROUP_miss" 289.799409866333 1476962 32
"363" "PRODUCT_COMBINATION_Cash_X.Sell._middle" 288.085182666779 568078 30
"364" "REG_CITY_NOT_WORK_CITY" 286.046003818512 213425 26
"365" "NAME_CONTRACT_STATUS_Canceled" 283.198662757874 8066698 48
"366" "NAME_CASH_LOAN_PURPOSE_14" 281.959068775177 1711943 37
"367" "Add_DIFF_PAYMENT_RECEIVABLE_PRINCIPAL_CARD_MAX" 278.877692222595 2478352 34
"368" "NONLIVINGAPARTMENTS_MODE" 278.55854177475 1960573 34
"369" "ORGANIZATION_TYPE.School" 277.195558428764 10795207 47
"370" "CNT_CHILDREN" 274.131758213043 327088 30
"371" "Add_DIFF_PAYMENT_RECEIVABLE_CARD_MAX" 268.080193281174 3435133 33
"372" "CNT_FAM_MEMBERS" 267.456604957581 702068 28
"373" "YEARS_BUILD_AVG" 259.329634904861 4223925 34
"374" "ELEVATORS_AVG" 252.979040145874 608520 23
"375" "HOUSETYPE_MODE.miss" 252.696266889572 123409 27
"376" "SELLERPLACE_AREA_59" 250.270026683807 6240843 32
"377" "BUREAU_MONTH_BALANCE_MAX_MAX" 249.714211940765 2850135 26
"378" "SELLERPLACE_AREA_53" 245.203738927841 7320606 35
"379" "NA_TOTALAREA_MODE" 243.740405797958 113032 26
"380" "NAME_GOODS_CATEGORY_11" 242.22672867775 6571439 34
"381" "FLAG_DOCUMENT_16" 241.064687013626 11523400 44
"382" "WALLSMATERIAL_MODE.Stone..brick" 240.801761627197 3014840 32
"383" "SK_DPD_DEF_MEAN_CC" 236.47710943222 10109869 40
"384" "NAME_GOODS_CATEGORY_12" 235.375704407692 4479219 31
"385" "NAME_TYPE_SUITE_Children" 233.912528514862 1927545 28
"386" "WEEKDAY_APPR_PROCESS_START.MONDAY" 233.880117893219 4664440 35
"387" "NUM_INSTALMENT_VERSION_8" 232.973540306091 1662231 25
"388" "SELLERPLACE_AREA_31" 232.576565146446 9775915 47
"389" "NAME_TYPE_SUITE.Unaccompanied" 227.109481811523 754457 27
"390" "NAME_INCOME_TYPE.Commercial.associate" 226.65543794632 1488250 26
"391" "PRODUCT_COMBINATION_Cash_Street._middle" 224.87344288826 1993629 26
"392" "REGION_RATING_CLIENT.3" 221.516717910767 350203 17
"393" "FLAG_EMP_PHONE" 220.663818359375 141081 7
"394" "NAME_CONTRACT_TYPE_Revolving_loans" 218.597701787949 3553137 30
"395" "CHANNEL_TYPE_Contact_center" 210.884951591492 1836616 26
"396" "ORGANIZATION_TYPE.Kindergarten" 207.720450401306 6255280 30
"397" "ORGANIZATION_TYPE.Police" 206.921550750732 8771778 32
"398" "NA_YEARS_BUILD" 205.907108306885 430039 16
"399" "NAME_PORTFOLIO_Cards" 205.166399478912 1436725 21
"400" "NAME_HOUSING_TYPE.Office.apartment" 201.879569649696 9414379 38
"401" "CNT_INSTALMENT_MATURE_CUM_SUM" 201.474501848221 1601967 23
"402" "FLOORSMIN_MEDI" 199.776627659798 6704902 35
"403" "NAME_HOUSING_TYPE.House...apartment" 196.541640043259 2301576 22
"404" "NAME_TYPE_SUITE_Spouse._partner" 194.742475748062 4182350 31
"405" "REGION_RATING_CLIENT.2" 192.653084754944 913765 18
"406" "REGION_RATING_CLIENT_W_CITY.2" 192.037519454956 470173 18
"407" "PRODUCT_COMBINATION_POS_household_without_interest" 191.400214195251 471506 16
"408" "NA_OWN_CAR_AGE" 189.734011650085 549981 12
"409" "HOUR_APPR_PROCESS_START_6" 189.695204019547 3698694 24
"410" "OCCUPATION_TYPE.Sales.staff" 185.166799664497 1806540 21
"411" "WEEKDAY_APPR_PROCESS_START.WEDNESDAY" 184.715447902679 903592 22
"412" "HOUR_APPR_PROCESS_START_9" 183.522386074066 1279770 24
"413" "ELEVATORS_MODE" 183.438821315765 405607 17
"414" "HOUR_APPR_PROCESS_START_18" 182.844839811325 2873813 25
"415" "EMERGENCYSTATE_MODE.miss" 182.098570346832 161278 23
"416" "FLOORSMIN_AVG" 178.717965602875 2899653 24
"417" "HOUR_APPR_PROCESS_START_19" 177.681331634521 1226484 21
"418" "SK_DPD_MEAN_CC" 175.487709522247 231599 21
"419" "AMT_GOODS_PRICE_MIN" 174.675526857376 246025 21
"420" "AMT_RECEIVABLE_PRINCIPAL_MEAN" 174.268108844757 1875929 17
"421" "AMT_CREDIT_MAX_OVERDUE_MIN" 174.061493635178 4371218 28
"422" "Add_DIFF_MEAN_CREDIT_RECEIVED_GOODS_PRICE_PREV" 171.398500919342 591861 19
"423" "NAME_TYPE_SUITE.Family" 171.079127311707 1520692 21
"424" "ORGANIZATION_TYPE.Medicine" 168.851385116577 5946890 28
"425" "NAME_SELLER_INDUSTRY_Furniture" 167.921492576599 2165435 20
"426" "Add_DIFF_MEAN_BALANCE_LIMIT_CARD" 166.587636947632 1210002 13
"427" "CODE_REJECT_REASON_SCO" 164.147117376328 7497622 37
"428" "SELLERPLACE_AREA_24" 158.61404466629 1572426 18
"429" "CNT_INSTALMENT_MATURE_CUM_MAX" 156.249539136887 1124528 20
"430" "NUM_INSTALMENT_VERSION_0" 155.659983158112 906322 16
"431" "NAME_FAMILY_STATUS.Single...not.married" 154.209399700165 316230 13
"432" "WEEKDAY_APPR_PROCESS_START.SATURDAY" 154.167057514191 1358750 22
"433" "NAME_HOUSING_TYPE.With.parents" 150.909199237823 991283 16
"434" "Add_MEAN_AMT_CREDIT_by_CODE_GENDER" 147.494948863983 658815 12
"435" "NAME_CONTRACT_STATUS_CC_Completed_SUM" 143.950973987579 4798988 25
"436" "SELLERPLACE_AREA_61" 142.753249883652 1039980 17
"437" "NAME_GOODS_CATEGORY_14" 139.95894908905 1154311 15
"438" "Add_DIFF_MEAN_CREDIT_RECEIVED_ASKED_PREV" 138.913947105408 272599 11
"439" "NAME_CASH_LOAN_PURPOSE_0" 137.933930397034 8632191 33
"440" "WEEKDAY_APPR_PROCESS_START.THURSDAY" 133.143049716949 446584 15
"441" "NAME_INCOME_TYPE.Pensioner" 132.066467285156 11001 1
"442" "WEEKDAY_APPR_PROCESS_START.SUNDAY" 131.803693056107 2390409 20
"443" "HOUR_APPR_PROCESS_START_7" 130.09278345108 748261 16
"444" "Add_RATIO_PAYMENT_BUREAU_MEAN" 130.042929530144 5486296 28
"445" "SELLERPLACE_AREA_11" 128.903444051743 4799641 23
"446" "ELEVATORS_MEDI" 127.905694007874 186262 10
"447" "NA_AMT_CREDIT_SUM_LIMIT" 127.114389896393 327820 11
"448" "NONLIVINGAPARTMENTS_MEDI" 126.815800428391 2164771 18
"449" "Add_DIFF_RECEIVABLE_PRINCIPAL_BALANCE_CARD_MAX" 118.981694698334 500937 12
"450" "CNT_CREDIT_PROLONG_SUM" 118.100896835327 530776 9
"451" "NAME_FAMILY_STATUS.Widow" 114.532021760941 5498085 25
"452" "FLAG_LAST_APPL_PER_CONTRACT_1" 113.390987873077 494634 15
"453" "NAME_SELLER_INDUSTRY_Industry" 113.274270057678 1883057 17
"454" "NFLAG_LAST_APPL_IN_DAY_1" 110.697513580322 1809839 16
"455" "NA_DAYS_ENDDATE_FACT" 108.337813854218 85935 6
"456" "FLOORSMIN_MODE" 108.241776108742 4354431 23
"457" "ORGANIZATION_TYPE.Government" 105.050275444984 2779940 17
"458" "SELLERPLACE_AREA_62" 104.784031629562 1702239 16
"459" "SELLERPLACE_AREA_2" 104.704431056976 6707544 28
"460" "FLAG_DOCUMENT_8" 103.631337165833 3296000 17
"461" "NA_BUREAU_STATUS_MEAN" 102.477058410645 55834 6
"462" "SELLERPLACE_AREA_19" 100.001020431519 752236 12
"463" "SELLERPLACE_AREA_51" 99.6833701133728 930626 13
"464" "Add_CARD_DRAWINGS_OTHER_per_CNT_MAX" 99.3724167346954 4414278 21
"465" "ORGANIZATION_TYPE.Bank" 98.0512479543686 7403733 27
"466" "SELLERPLACE_AREA_32" 97.0653834342957 332773 10
"467" "OCCUPATION_TYPE.High.skill.tech.staff" 96.8324043750763 2218417 18
"468" "SELLERPLACE_AREA_29" 95.6894989013672 347048 11
"469" "NAME_CONTRACT_STATUS_Unused_offer" 93.9536843299866 452786 9
"470" "OCCUPATION_TYPE.miss" 91.7707295417786 146333 11
"471" "AMT_RECIVABLE_MEAN" 89.0833606719971 221160 9
"472" "PRODUCT_COMBINATION_POS_industry_without_interest" 88.4861869812012 2711197 13
"473" "NAME_GOODS_CATEGORY_8" 88.0254720449448 9000032 33
"474" "AMT_REQ_CREDIT_BUREAU_WEEK" 87.5861172676086 602643 9
"475" "Add_DIFF_MEAN_PAYMENT_RECEIVABLE_CARD" 86.9888591766357 290848 4
"476" "NAME_TYPE_SUITE.Spouse..partner" 85.3280138969421 2341250 13
"477" "WALLSMATERIAL_MODE.miss" 83.1349849700928 57427 11
"478" "ORGANIZATION_TYPE.Trade..type.3" 83.062593460083 1376532 10
"479" "NA_LANDAREA" 82.3934147357941 78367 10
"480" "NUM_INSTALMENT_VERSION_12" 81.7123538255692 5900737 22
"481" "NA_BASEMENTAREA" 81.2169952392578 51231 7
"482" "NAME_TYPE_SUITE_Other_B" 79.1412048339844 255187 9
"483" "SELLERPLACE_AREA_30" 78.5907039642334 348831 9
"484" "PRODUCT_COMBINATION_Card_X.Sell" 78.4050445556641 175926 9
"485" "OCCUPATION_TYPE.Laborers" 78.0441517829895 146433 9
"486" "PRODUCT_COMBINATION_POS_other_with_interest" 76.5466933250427 425345 8
"487" "FONDKAPREMONT_MODE.reg.oper.account" 76.496506690979 540602 10
"488" "OCCUPATION_TYPE.Low.skill.Laborers" 75.4475545883179 2189723 13
"489" "FLAG_DOCUMENT_6" 72.2941157817841 1989856 12
"490" "NAME_CONTRACT_STATUS_CC_Signed_SUM" 72.2927112579346 3567612 17
"491" "SELLERPLACE_AREA_5" 72.2852630615234 307913 8
"492" "NAME_CASH_LOAN_PURPOSE_2" 71.8072485923767 556862 8
"493" "SELLERPLACE_AREA_13" 71.6962132453918 658956 8
"494" "PRODUCT_COMBINATION_POS_mobile_without_interest" 68.9282383918762 358714 8
"495" "SELLERPLACE_AREA_15" 68.5694255828857 1782278 10
"496" "NA_AMT_DOWN_PAYMENT_MEAN" 67.6159706115723 36016 4
"497" "FONDKAPREMONT_MODE.miss" 66.662971496582 55628 8
"498" "SELLERPLACE_AREA_50" 64.9580063819885 2325543 12
"499" "NAME_GOODS_CATEGORY_7" 63.2637500762939 444472 8
"500" "SELLERPLACE_AREA_3" 61.4033609628677 3741364 16
"501" "AMT_BALANCE_MEAN" 60.9828481674194 205843 5
"502" "SELLERPLACE_AREA_38" 60.3021926879883 4163021 17
"503" "REG_REGION_NOT_LIVE_REGION" 59.2472318410873 4116202 17
"504" "NAME_HOUSING_TYPE.Municipal.apartment" 58.8866364955902 2371433 12
"505" "SK_DPD_MAX_CC" 56.9527401924133 1270638 8
"506" "NA_DAYS_FIRST_DRAWING_MEAN" 56.5557069778442 74923 6
"507" "NUM_INSTALMENT_VERSION_3" 55.7705225944519 1846208 7
"508" "HOUR_APPR_PROCESS_START_4" 53.9549983739853 5415742 20
"509" "SELLERPLACE_AREA_55" 52.165198802948 1236115 9
"510" "SELLERPLACE_AREA_21" 51.2605171203613 543140 7
"511" "NAME_FAMILY_STATUS.Separated" 50.6648483276367 349893 6
"512" "NAME_SELLER_INDUSTRY_Construction" 48.4709067344666 166001 5
"513" "NAME_PAYMENT_TYPE_Non.cash_from_your_account" 48.4533858299255 840514 7
"514" "SELLERPLACE_AREA_8" 48.356306552887 591776 6
"515" "FONDKAPREMONT_MODE.reg.oper.spec.account" 47.4359258413315 2875326 13
"516" "BUREAU_STATUS_5_MEAN" 46.6089315414429 21667 3
"517" "SELLERPLACE_AREA_16" 45.4800415039062 1066717 6
"518" "SK_DPD_DEF_MAX_CC" 44.8900365829468 252803 6
"519" "SELLERPLACE_AREA_49" 44.459498167038 2272694 10
"520" "Add_RATIO_CHILD" 43.3592562675476 65212 5
"521" "LIVE_REGION_NOT_WORK_REGION" 43.1465964317322 372191 5
"522" "CREDIT_DAY_OVERDUE_MEAN" 42.2583223581314 2578702 10
"523" "BUREAU_STATUS_3_MEAN" 41.6610417366028 253297 6
"524" "SELLERPLACE_AREA_46" 39.6464756727219 5780239 21
"525" "NA_AMT_REQ" 38.297155380249 38853 2
"526" "NA_DAYS_EMPLOYED" 37.6716089248657 223825 4
"527" "SELLERPLACE_AREA_36" 37.1664416790009 1479996 8
"528" "ORGANIZATION_TYPE.Business.Entity.Type.2" 36.6150197982788 284100 4
"529" "ORGANIZATION_TYPE.Business.Entity.Type.1" 36.5475001335144 620446 6
"530" "CNT_DRAWINGS_OTHER_CURRENT_MEAN" 35.8652963638306 1486980 8
"531" "ORGANIZATION_TYPE.Trade..type.7" 34.4623041152954 383751 4
"532" "NAME_SELLER_INDUSTRY_Auto_technology" 34.3842984437943 1057583 6
"533" "SELLERPLACE_AREA_37" 34.1931710243225 165484 4
"534" "FONDKAPREMONT_MODE.org.spec.account" 33.9318387508392 1559811 8
"535" "SELLERPLACE_AREA_27" 33.9011569023132 2124456 9
"536" "REG_REGION_NOT_WORK_REGION" 33.1833200454712 476803 4
"537" "NAME_SELLER_INDUSTRY_Jewelry" 33.1831848621368 5257928 19
"538" "SELLERPLACE_AREA_12" 33.0892767906189 198726 4
"539" "ORGANIZATION_TYPE.Other" 31.4772818088531 1717683 8
"540" "OCCUPATION_TYPE.Medicine.staff" 30.2012839317322 508009 5
"541" "SELLERPLACE_AREA_14" 30.1431927680969 291211 4
"542" "FLAG_EMAIL" 29.8739335536957 615712 5
"543" "SK_DPD_SUM_CC" 29.6632170677185 13464 3
"544" "HOUR_APPR_PROCESS_START_20" 29.5739178657532 346902 4
"545" "SELLERPLACE_AREA_39" 29.0608892440796 190910 3
"546" "BUREAU_STATUS_4_MEAN" 28.6294124126434 1118820 7
"547" "SELLERPLACE_AREA_48" 28.2580983638763 446796 3
"548" "SELLERPLACE_AREA_7" 27.3738608360291 193093 4
"549" "SELLERPLACE_AREA_40" 27.1979322433472 182970 3
"550" "NAME_GOODS_CATEGORY_5" 25.6671915054321 57993 2
"551" "SELLERPLACE_AREA_41" 24.8355153799057 1978030 8
"552" "CREDIT_currency.2" 23.7424716949463 12838 1
"553" "SELLERPLACE_AREA_35" 19.7512848377228 741915 4
"554" "ORGANIZATION_TYPE.Security" 19.6620721817017 675792 4
"555" "AMT_DRAWINGS_OTHER_CURRENT_MEAN" 18.8220090866089 254719 3
"556" "NAME_HOUSING_TYPE.Rented.apartment" 18.2399501800537 163232 2
"557" "NUM_INSTALMENT_VERSION_1" 17.7203693389893 88724 2
"558" "NFLAG_LAST_APPL_IN_DAY_0" 17.2330868244171 1929473 7
"559" "OCCUPATION_TYPE.Cooking.staff" 15.8764758110046 804988 4
"560" "SELLERPLACE_AREA_47" 15.3039892911911 1193995 5
"561" "SK_DPD_DEF_SUM_CC" 14.8093574047089 211968 2
"562" "SELLERPLACE_AREA_10" 13.7130446434021 152990 2
"563" "FLAG_LAST_APPL_PER_CONTRACT_0" 12.2201483249664 2490071 9
"564" "NAME_CASH_LOAN_PURPOSE_13" 11.4249687194824 30845 1
"565" "NAME_SELLER_INDUSTRY_Clothing" 11.2989454269409 35138 1
"566" "NAME_GOODS_CATEGORY_3" 10.6982336044312 763844 3
"567" "SELLERPLACE_AREA_63" 10.0555801391602 1348685 5
"568" "SELLERPLACE_AREA_45" 8.73718738555908 21775 1
"569" "NAME_EDUCATION_TYPE.Lower.secondary" 8.59432411193848 113836 1
"570" "NAME_CONTRACT_STATUS_POSCASH_Approved" 8.00732707977295 57505 1
"571" "OCCUPATION_TYPE.Cleaning.staff" 7.59483814239502 74535 1
"572" "SELLERPLACE_AREA_20" 7.55960750579834 36606 1
"573" "Add_CARD_DRAWINGS_OTHER_per_CNT_MEAN" 7.47987794876099 3484 1
"574" "SELLERPLACE_AREA_42" 7.21802282333374 117233 1
"575" "ORGANIZATION_TYPE.Trade..type.2" 6.90435862541199 540120 2
"576" "AMT_TOTAL_RECEIVABLE_MEAN" 6.83241271972656 3523 1
"577" "Unknown_type_of_loan_Nr" 6.35470151901245 6899 1
"578" "CNT_CREDIT_PROLONG_MAX" 6.20892572402954 124018 1
"579" "SELLERPLACE_AREA_58" 5.33616828918457 127865 1
"580" "NAME_CONTRACT_STATUS_CC_Other_SUM" 4.94902372360229 2101 1
"581" "NAME_TYPE_SUITE_Group_of_people" 4.78020143508911 193136 1
"582" "CREDIT_DAY_OVERDUE_MAX" 2.93568873405457 250374 1
"583" "SELLERPLACE_AREA_17" 2.22081637382507 553608 2
"584" "NAME_TYPE_SUITE.Other_B" 1.42579531669617 275456 1
